Story,Tom_Label,P1,P2,WM_Label,TOM Responses,WM Responses Humans,WM Responses Objects
The ball is moved to room_4. The ball is moved to room_3. The hat is moved to room_2. The apple is moved to room_4. The apple is moved to room_1. The shoe is moved to room_1. The apple is moved to the_hallway. The apple is moved to room_4. The shoe is moved to room_5. The bottle is moved to room_2. The chess piece is moved to room_2. The hat is moved to room_3. The shoe is moved to room_4. The ball is moved to the_hallway. The hat is moved to room_4. The ball is moved to room_1. The bottle is moved to the_hallway. The ball is moved to room_5. The apple is moved to room_3. The hat is moved to room_1. The chess piece is moved to the_hallway. The chess piece is moved to room_4. The ball is moved to room_1. The shoe is moved to room_5. The shoe is moved to room_1. The ball is moved to the_hallway. The shoe is moved to room_2. The apple is moved to the_hallway. The shoe is moved to the_hallway. The apple is moved to room_2,the_hallway,"The hat,The bottle",The chess piece,the_hallway,room_2,the_hallway,room_4
The hat is moved to room_4. The apple is moved to room_4. The ball is moved to room_4. The shoe is moved to room_4. The shoe is moved to room_3. The ball is moved to room_3. The hat is moved to room_5. The hat is moved to room_1. The hat is moved to room_5. The bottle is moved to room_4. The apple is moved to room_3. The shoe is moved to room_4. The bottle is moved to room_1. The hat is moved to room_4. The chess piece is moved to room_2. The bottle is moved to the_hallway. The bottle is moved to room_1. The ball is moved to room_2. The hat is moved to room_5. The ball is moved to room_3. The apple is moved to room_4. The apple is moved to room_1. The bottle is moved to room_2. The hat is moved to room_2. The hat is moved to the_hallway. The hat is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to room_5. The hat is moved to room_3. The chess piece is moved to room_1,room_4,"The ball,The shoe",The apple,room_4,room_1,room_1,Room_3
The apple is moved to room_1. The shoe is moved to room_4. The apple is moved to room_2. The shoe is moved to room_1. The shoe is moved to the_hallway. The hat is moved to room_4. The bottle is moved to room_1. The ball is moved to room_4. The shoe is moved to room_2. The shoe is moved to the_hallway. The chess piece is moved to room_4. The hat is moved to room_5. The apple is moved to room_1. The ball is moved to room_5. The bottle is moved to the_hallway. The shoe is moved to room_2. The bottle is moved to room_2. The bottle is moved to room_1. The apple is moved to room_2. The apple is moved to room_1. The chess piece is moved to room_5. The chess piece is moved to room_2. The apple is moved to room_2. The shoe is moved to room_1. The bottle is moved to the_hallway. The bottle is moved to room_1. The shoe is moved to the_hallway. The apple is moved to room_3. The bottle is moved to room_2. The shoe is moved to room_4,room_5,"The ball,The hat",The chess piece,room_5,room_4,Room_5,room_2
The shoe is moved to room_2. The shoe is moved to room_1. The shoe is moved to room_2. The bottle is moved to room_4. The shoe is moved to room_1. The shoe is moved to room_5. The ball is moved to room_1. The ball is moved to room_5. The hat is moved to room_4. The apple is moved to room_2. The chess piece is moved to room_4. The ball is moved to room_2. The hat is moved to room_5. The shoe is moved to room_1. The ball is moved to room_3. The shoe is moved to room_2. The apple is moved to room_3. The bottle is moved to room_5. The apple is moved to the_hallway. The ball is moved to room_2. The chess piece is moved to room_5. The chess piece is moved to room_2. The shoe is moved to room_1. The shoe is moved to room_2. The ball is moved to room_1. The shoe is moved to room_3. The apple is moved to room_2. The shoe is moved to the_hallway. The apple is moved to the_hallway. The ball is moved to room_2,room_5,"The bottle,The hat",The chess piece,room_5,room_4,room_5,room_5
The chess piece is moved to room_2. The hat is moved to room_1. The ball is moved to room_1. The apple is moved to room_4. The bottle is moved to room_1. The hat is moved to room_5. The apple is moved to room_1. The hat is moved to room_2. The apple is moved to room_2. The chess piece is moved to room_1. The shoe is moved to room_1. The hat is moved to the_hallway. The ball is moved to the_hallway. The ball is moved to room_1. The apple is moved to room_3. The bottle is moved to room_5. The hat is moved to room_4. The apple is moved to room_4. The apple is moved to room_3. The chess piece is moved to the_hallway. The shoe is moved to room_5. The shoe is moved to room_2. The hat is moved to room_1. The apple is moved to room_4. The apple is moved to room_3. The hat is moved to room_5. The apple is moved to room_4. The hat is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to the_hallway,room_5,"The ball,The bottle",The shoe,room_5,room_2,room_2,room_2
The chess piece is moved to room_1. The bottle is moved to room_4. The chess piece is moved to room_5. The ball is moved to room_4. The shoe is moved to room_1. The chess piece is moved to room_4. The shoe is moved to room_2. The hat is moved to room_2. The shoe is moved to room_1. The chess piece is moved to room_3. The apple is moved to room_4. The bottle is moved to room_3. The ball is moved to room_1. The bottle is moved to room_4. The chess piece is moved to room_2. The bottle is moved to room_5. The hat is moved to room_3. The shoe is moved to room_2. The chess piece is moved to room_3. The shoe is moved to room_1. The apple is moved to room_1. The apple is moved to room_2. The hat is moved to room_4. The hat is moved to room_5. The shoe is moved to room_2. The shoe is moved to room_1. The hat is moved to room_4. The hat is moved to room_3. The shoe is moved to the_hallway. The shoe is moved to room_1,room_1,"The bottle,The ball",The apple,room_1,room_4,room_2,room_2
The hat is moved to room_2. The chess piece is moved to room_4. The chess piece is moved to room_3. The apple is moved to room_2. The apple is moved to the_hallway. The chess piece is moved to room_2. The chess piece is moved to room_3. The shoe is moved to room_1. The ball is moved to room_1. The hat is moved to the_hallway. The bottle is moved to room_1. The hat is moved to room_2. The ball is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_4. The shoe is moved to room_5. The apple is moved to room_4. The shoe is moved to room_4. The shoe is moved to room_1. The hat is moved to the_hallway. The bottle is moved to the_hallway. The bottle is moved to room_2. The chess piece is moved to room_2. The chess piece is moved to room_1. The chess piece is moved to the_hallway. The apple is moved to room_5. The apple is moved to room_4. The hat is moved to room_1. The hat is moved to room_5. The chess piece is moved to room_1,the_hallway,"The shoe,The ball",The bottle,the_hallway,room_1,Frank moved to the hallway.,room_2
The chess piece is moved to room_1. The chess piece is moved to room_2. The shoe is moved to room_2. The apple is moved to room_4. The shoe is moved to room_1. The shoe is moved to the_hallway. The ball is moved to room_4. The chess piece is moved to room_3. The chess piece is moved to room_4. The shoe is moved to room_4. The bottle is moved to room_4. The hat is moved to room_4. The ball is moved to room_3. The chess piece is moved to room_5. The chess piece is moved to room_2. The hat is moved to room_1. The shoe is moved to room_3. The apple is moved to room_3. The chess piece is moved to room_1. The hat is moved to the_hallway. The bottle is moved to room_3. The bottle is moved to the_hallway. The shoe is moved to room_2. The shoe is moved to the_hallway. The hat is moved to room_1. The chess piece is moved to room_5. The chess piece is moved to room_1. The chess piece is moved to room_5. The shoe is moved to room_1. The chess piece is moved to room_2,room_3,"The apple,The ball",The bottle,room_3,room_3,the_hallway,the_hallway
The apple is moved to room_1. The bottle is moved to room_1. The ball is moved to room_1. The hat is moved to room_1. The apple is moved to room_5. The shoe is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to room_5. The ball is moved to room_2. The shoe is moved to room_5. The hat is moved to room_5. The bottle is moved to the_hallway. The shoe is moved to room_4. The ball is moved to the_hallway. The chess piece is moved to room_4. The apple is moved to room_4. The ball is moved to room_4. The chess piece is moved to room_5. The chess piece is moved to room_4. The bottle is moved to room_4. The hat is moved to room_4. The hat is moved to room_3. The ball is moved to room_1. The ball is moved to the_hallway. The ball is moved to room_4. The shoe is moved to room_1. The ball is moved to room_5. The shoe is moved to the_hallway. The ball is moved to room_1. The shoe is moved to room_2,room_4,"The chess piece,The apple",The hat,room_4,room_3,room_3,room_3
The hat is moved to room_1. The bottle is moved to room_4. The shoe is moved to room_2. The apple is moved to room_1. The bottle is moved to room_5. The bottle is moved to room_4. The ball is moved to room_1. The hat is moved to room_5. The ball is moved to room_5. The bottle is moved to room_1. The apple is moved to room_5. The bottle is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_2. The chess piece is moved to room_1. The hat is moved to room_1. The chess piece is moved to room_2. The shoe is moved to the_hallway. The ball is moved to room_1. The shoe is moved to room_2. The apple is moved to room_1. The apple is moved to room_2. The shoe is moved to room_1. The chess piece is moved to room_1. The shoe is moved to the_hallway. The shoe is moved to room_2. The shoe is moved to the_hallway. The chess piece is moved to room_5. The bottle is moved to room_4. The bottle is moved to room_5,room_1,"The hat,The ball",The apple,room_1,room_1,room_2,room_2
The hat is moved to room_2. The chess piece is moved to room_2. The chess piece is moved to room_1. The apple is moved to room_4. The ball is moved to room_1. The apple is moved to room_3. The shoe is moved to room_4. The hat is moved to room_3. The bottle is moved to room_4. The bottle is moved to room_3. The shoe is moved to room_3. The chess piece is moved to the_hallway. The hat is moved to room_4. The apple is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to room_5. The apple is moved to room_1. The ball is moved to room_5. The apple is moved to room_2. The bottle is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_4. The hat is moved to room_3. The hat is moved to room_4. The hat is moved to room_3. The hat is moved to room_2. The ball is moved to room_1. The ball is moved to room_2. The ball is moved to the_hallway. The hat is moved to room_1,the_hallway,"The apple,The bottle",The shoe,the_hallway,room_4,the_hallway,room_4
The shoe is moved to room_4. The chess piece is moved to room_4. The bottle is moved to room_1. The chess piece is moved to room_5. The apple is moved to room_4. The shoe is moved to room_3. The ball is moved to room_4. The apple is moved to room_5. The hat is moved to room_4. The ball is moved to room_3. The hat is moved to room_3. The apple is moved to room_2. The chess piece is moved to room_4. The ball is moved to the_hallway. The ball is moved to room_2. The chess piece is moved to room_3. The apple is moved to room_1. The shoe is moved to room_4. The apple is moved to room_2. The bottle is moved to the_hallway. The hat is moved to room_4. The hat is moved to room_5. The apple is moved to the_hallway. The chess piece is moved to room_2. The chess piece is moved to room_3. The chess piece is moved to room_2. The chess piece is moved to room_3. The bottle is moved to room_4. The chess piece is moved to room_2. The bottle is moved to room_5,room_4,"The ball,The shoe",The hat,room_4,room_4,Room_5,room_3
The shoe is moved to room_4. The chess piece is moved to room_4. The shoe is moved to room_1. The bottle is moved to room_4. The apple is moved to room_4. The shoe is moved to the_hallway. The bottle is moved to room_3. The ball is moved to room_2. The ball is moved to room_1. The apple is moved to room_3. The chess piece is moved to room_3. The shoe is moved to room_4. The shoe is moved to room_1. The bottle is moved to the_hallway. The shoe is moved to room_2. The bottle is moved to room_2. The apple is moved to room_2. The bottle is moved to room_1. The bottle is moved to the_hallway. The hat is moved to room_2. The chess piece is moved to room_2. The chess piece is moved to the_hallway. The ball is moved to the_hallway. The ball is moved to room_2. The shoe is moved to room_1. The ball is moved to room_1. The hat is moved to room_3. The ball is moved to room_5. The shoe is moved to room_5. The ball is moved to room_4,room_2,"The bottle,The apple",The chess piece,room_2,room_2,The hallway,the_hallway
The chess piece is moved to room_2. The bottle is moved to room_2. The bottle is moved to room_3. The bottle is moved to room_4. The shoe is moved to room_2. The shoe is moved to room_1. The bottle is moved to room_1. The hat is moved to room_2. The ball is moved to room_2. The bottle is moved to the_hallway. The apple is moved to room_2. The shoe is moved to the_hallway. The chess piece is moved to room_3. The hat is moved to room_1. The bottle is moved to room_4. The bottle is moved to room_1. The ball is moved to room_1. The chess piece is moved to room_2. The bottle is moved to room_2. The shoe is moved to room_1. The apple is moved to room_1. The apple is moved to room_5. The bottle is moved to room_1. The bottle is moved to room_2. The bottle is moved to room_3. The bottle is moved to room_4. The chess piece is moved to the_hallway. The bottle is moved to room_3. The bottle is moved to room_4. The shoe is moved to the_hallway,room_1,"The ball,The hat",The apple,room_1,room_1,room_5,room_5
The apple is moved to room_2. The chess piece is moved to room_4. The hat is moved to room_2. The ball is moved to room_2. The ball is moved to room_3. The ball is moved to room_2. The ball is moved to room_1. The apple is moved to room_3. The apple is moved to room_2. The bottle is moved to room_2. The shoe is moved to room_2. The hat is moved to the_hallway. The bottle is moved to room_1. The apple is moved to room_1. The bottle is moved to room_5. The ball is moved to room_5. The apple is moved to room_5. The ball is moved to room_4. The chess piece is moved to room_1. The ball is moved to room_1. The shoe is moved to the_hallway. The shoe is moved to room_1. The ball is moved to the_hallway. The ball is moved to room_1. The chess piece is moved to the_hallway. The chess piece is moved to room_4. The chess piece is moved to room_5. The apple is moved to room_4. The ball is moved to the_hallway. The apple is moved to room_5,the_hallway,"The bottle,The hat",The shoe,the_hallway,room_2,Alice did not go anywhere when she was in the same room as Frank and Charlie.,The shoe was not moved to any room when The bottle and The hat were in the same room as The shoe.
The ball is moved to room_1. The shoe is moved to room_1. The shoe is moved to room_5. The ball is moved to room_5. The bottle is moved to room_4. The bottle is moved to room_5. The hat is moved to room_1. The chess piece is moved to room_1. The chess piece is moved to room_5. The chess piece is moved to room_2. The hat is moved to room_5. The shoe is moved to room_2. The chess piece is moved to room_3. The chess piece is moved to room_4. The bottle is moved to room_4. The apple is moved to room_2. The ball is moved to room_1. The bottle is moved to room_1. The chess piece is moved to room_5. The ball is moved to the_hallway. The hat is moved to room_2. The hat is moved to the_hallway. The bottle is moved to the_hallway. The bottle is moved to room_1. The bottle is moved to room_2. The bottle is moved to room_3. The apple is moved to room_1. The apple is moved to the_hallway. The chess piece is moved to room_4. The apple is moved to room_2,room_2,"The ball,The shoe",The hat,room_2,room_5,Room_5,room_5
The ball is moved to room_1. The ball is moved to room_5. The hat is moved to room_1. The ball is moved to room_1. The ball is moved to room_5. The ball is moved to room_2. The chess piece is moved to room_4. The ball is moved to the_hallway. The bottle is moved to room_1. The chess piece is moved to room_3. The shoe is moved to room_1. The apple is moved to room_1. The hat is moved to the_hallway. The apple is moved to the_hallway. The apple is moved to room_2. The chess piece is moved to room_4. The ball is moved to room_4. The apple is moved to room_3. The ball is moved to room_3. The bottle is moved to room_2. The shoe is moved to the_hallway. The shoe is moved to room_2. The chess piece is moved to room_3. The ball is moved to room_4. The apple is moved to the_hallway. The ball is moved to room_3. The apple is moved to room_4. The chess piece is moved to the_hallway. The ball is moved to room_2. The apple is moved to room_5,the_hallway,"The bottle,The hat",The shoe,the_hallway,room_2,Alice did not go to the same room as Frank and Charlie at any point in the story.,"The shoe was never in the same room as the hat and the bottle at the same time, so it was not moved from that circumstance."
The bottle is moved to room_1. The chess piece is moved to room_1. The hat is moved to room_1. The chess piece is moved to room_5. The shoe is moved to room_1. The apple is moved to room_2. The ball is moved to room_1. The hat is moved to room_2. The shoe is moved to room_5. The ball is moved to room_2. The bottle is moved to room_5. The hat is moved to room_3. The apple is moved to the_hallway. The ball is moved to room_3. The hat is moved to room_2. The shoe is moved to room_4. The apple is moved to room_1. The ball is moved to room_2. The hat is moved to the_hallway. The ball is moved to room_3. The bottle is moved to room_4. The bottle is moved to room_1. The ball is moved to the_hallway. The apple is moved to the_hallway. The hat is moved to room_4. The hat is moved to room_3. The hat is moved to the_hallway. The hat is moved to room_1. The ball is moved to room_2. The apple is moved to room_1,room_4,"The chess piece,The shoe",The bottle,room_4,room_1,room_5,room_5
The chess piece is moved to room_4. The bottle is moved to room_4. The bottle is moved to room_3. The hat is moved to room_2. The shoe is moved to room_1. The bottle is moved to room_2. The ball is moved to room_2. The shoe is moved to the_hallway. The bottle is moved to room_1. The chess piece is moved to room_1. The apple is moved to room_2. The ball is moved to the_hallway. The bottle is moved to room_5. The shoe is moved to room_1. The bottle is moved to room_2. The shoe is moved to the_hallway. The shoe is moved to room_1. The chess piece is moved to room_2. The shoe is moved to room_2. The shoe is moved to room_3. The apple is moved to the_hallway. The apple is moved to room_1. The chess piece is moved to room_1. The shoe is moved to room_4. The shoe is moved to room_5. The chess piece is moved to room_5. The bottle is moved to room_3. The shoe is moved to room_4. The bottle is moved to the_hallway. The shoe is moved to room_5,the_hallway,"The hat,The ball",The apple,the_hallway,room_2,the_hallway,the_hallway
The apple is moved to room_1. The shoe is moved to room_2. The hat is moved to room_2. The bottle is moved to room_1. The chess piece is moved to room_2. The bottle is moved to room_5. The ball is moved to room_1. The apple is moved to room_5. The hat is moved to room_1. The chess piece is moved to room_3. The ball is moved to room_5. The hat is moved to room_5. The hat is moved to room_4. The apple is moved to room_1. The hat is moved to room_1. The chess piece is moved to room_2. The shoe is moved to the_hallway. The chess piece is moved to room_3. The shoe is moved to room_1. The hat is moved to room_5. The ball is moved to room_1. The ball is moved to room_2. The chess piece is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_4. The chess piece is moved to room_4. The hat is moved to room_1. The hat is moved to room_5. The chess piece is moved to room_5. The hat is moved to room_1,room_1,"The bottle,The apple",The ball,room_1,room_5,Room_2,room_5
The shoe is moved to room_2. The hat is moved to room_2. The hat is moved to room_3. The ball is moved to room_4. The hat is moved to room_4. The chess piece is moved to room_2. The ball is moved to room_5. The ball is moved to room_2. The bottle is moved to room_2. The ball is moved to the_hallway. The apple is moved to room_2. The shoe is moved to room_3. The ball is moved to room_1. The chess piece is moved to the_hallway. The shoe is moved to room_2. The bottle is moved to room_1. The hat is moved to room_1. The hat is moved to room_5. The ball is moved to room_2. The hat is moved to room_2. The apple is moved to the_hallway. The apple is moved to room_4. The ball is moved to room_1. The bottle is moved to room_2. The bottle is moved to room_3. The ball is moved to room_5. The hat is moved to room_3. The ball is moved to room_4. The ball is moved to room_5. The ball is moved to room_1,the_hallway,"The shoe,The chess piece",The apple,the_hallway,room_2,Room_4,The apple was never in the same room as both the shoe and the chess piece at the same time.
The chess piece is moved to room_1. The shoe is moved to room_1. The apple is moved to room_1. The apple is moved to room_5. The bottle is moved to room_2. The bottle is moved to room_3. The hat is moved to room_4. The hat is moved to room_3. The bottle is moved to room_2. The chess piece is moved to room_5. The shoe is moved to room_5. The apple is moved to room_2. The ball is moved to room_1. The chess piece is moved to room_2. The bottle is moved to the_hallway. The bottle is moved to room_4. The apple is moved to the_hallway. The bottle is moved to room_5. The hat is moved to the_hallway. The ball is moved to room_2. The shoe is moved to room_2. The shoe is moved to room_1. The hat is moved to room_1. The hat is moved to room_2. The hat is moved to room_3. The ball is moved to room_1. The ball is moved to room_5. The bottle is moved to room_4. The ball is moved to room_2. The bottle is moved to room_1,room_2,"The apple,The chess piece",The shoe,room_2,room_1,Room_2,room_5
The apple is moved to room_4. The apple is moved to room_1. The shoe is moved to room_4. The apple is moved to room_2. The ball is moved to room_4. The bottle is moved to room_4. The hat is moved to room_2. The shoe is moved to room_1. The shoe is moved to room_2. The apple is moved to room_3. The chess piece is moved to room_4. The ball is moved to room_3. The ball is moved to room_2. The bottle is moved to room_3. The hat is moved to the_hallway. The hat is moved to room_4. The apple is moved to the_hallway. The shoe is moved to room_1. The apple is moved to room_2. The apple is moved to room_1. The chess piece is moved to room_3. The chess piece is moved to the_hallway. The apple is moved to room_5. The apple is moved to room_2. The apple is moved to the_hallway. The shoe is moved to the_hallway. The apple is moved to room_2. The apple is moved to room_3. The shoe is moved to room_2. The apple is moved to room_4,room_3,"The ball,The bottle",The chess piece,room_3,room_3,the_hallway,the_hallway
The shoe is moved to room_1. The hat is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to the_hallway. The shoe is moved to the_hallway. The hat is moved to room_3. The bottle is moved to room_2. The shoe is moved to room_4. The apple is moved to room_2. The chess piece is moved to room_1. The ball is moved to room_2. The shoe is moved to room_3. The bottle is moved to room_1. The hat is moved to room_4. The hat is moved to room_3. The shoe is moved to the_hallway. The bottle is moved to room_5. The apple is moved to the_hallway. The shoe is moved to room_1. The chess piece is moved to room_5. The ball is moved to the_hallway. The ball is moved to room_1. The chess piece is moved to room_4. The shoe is moved to room_2. The chess piece is moved to room_1. The hat is moved to the_hallway. The chess piece is moved to room_5. The shoe is moved to the_hallway. The shoe is moved to room_2. The chess piece is moved to room_1,the_hallway,"The bottle,The apple",The ball,the_hallway,room_2,Bob did not move into a room when he was in the same room with Frank and Danny.,room_1
