Story,Tom_Label,P1,P2,WM_Label,TOM Responses,WM Responses Humans,WM Responses Objects
The ball is moved to room_4. The ball is moved to room_3. The hat is moved to room_2. The apple is moved to room_4. The apple is moved to room_1. The shoe is moved to room_1. The apple is moved to the_hallway. The apple is moved to room_4. The shoe is moved to room_5. The bottle is moved to room_2. The chess piece is moved to room_2. The hat is moved to room_3. The shoe is moved to room_4. The ball is moved to the_hallway. The hat is moved to room_4. The ball is moved to room_1. The bottle is moved to the_hallway. The ball is moved to room_5. The apple is moved to room_3. The hat is moved to room_1. The chess piece is moved to the_hallway. The chess piece is moved to room_4. The ball is moved to room_1. The shoe is moved to room_5. The shoe is moved to room_1. The ball is moved to the_hallway. The shoe is moved to room_2. The apple is moved to the_hallway. The shoe is moved to the_hallway. The apple is moved to room_2,the hallway,"the hat,the bottle",the chess piece,the hallway,Room 2,Hallway,Room 4
The hat is moved to room_4. The apple is moved to room_4. The ball is moved to room_4. The shoe is moved to room_4. The shoe is moved to room_3. The ball is moved to room_3. The hat is moved to room_5. The hat is moved to room_1. The hat is moved to room_5. The bottle is moved to room_4. The apple is moved to room_3. The shoe is moved to room_4. The bottle is moved to room_1. The hat is moved to room_4. The chess piece is moved to room_2. The bottle is moved to the_hallway. The bottle is moved to room_1. The ball is moved to room_2. The hat is moved to room_5. The ball is moved to room_3. The apple is moved to room_4. The apple is moved to room_1. The bottle is moved to room_2. The hat is moved to room_2. The hat is moved to the_hallway. The hat is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to room_5. The hat is moved to room_3. The chess piece is moved to room_1,room 4,"the ball,the shoe",the apple,room 4,Room 4,Room 1,Room 1
The apple is moved to room_1. The shoe is moved to room_4. The apple is moved to room_2. The shoe is moved to room_1. The shoe is moved to the_hallway. The hat is moved to room_4. The bottle is moved to room_1. The ball is moved to room_4. The shoe is moved to room_2. The shoe is moved to the_hallway. The chess piece is moved to room_4. The hat is moved to room_5. The apple is moved to room_1. The ball is moved to room_5. The bottle is moved to the_hallway. The shoe is moved to room_2. The bottle is moved to room_2. The bottle is moved to room_1. The apple is moved to room_2. The apple is moved to room_1. The chess piece is moved to room_5. The chess piece is moved to room_2. The apple is moved to room_2. The shoe is moved to room_1. The bottle is moved to the_hallway. The bottle is moved to room_1. The shoe is moved to the_hallway. The apple is moved to room_3. The bottle is moved to room_2. The shoe is moved to room_4,room 5,"the ball,the hat",the chess piece,room 5,Room 4,Room 5,Room 5
The shoe is moved to room_2. The shoe is moved to room_1. The shoe is moved to room_2. The bottle is moved to room_4. The shoe is moved to room_1. The shoe is moved to room_5. The ball is moved to room_1. The ball is moved to room_5. The hat is moved to room_4. The apple is moved to room_2. The chess piece is moved to room_4. The ball is moved to room_2. The hat is moved to room_5. The shoe is moved to room_1. The ball is moved to room_3. The shoe is moved to room_2. The apple is moved to room_3. The bottle is moved to room_5. The apple is moved to the_hallway. The ball is moved to room_2. The chess piece is moved to room_5. The chess piece is moved to room_2. The shoe is moved to room_1. The shoe is moved to room_2. The ball is moved to room_1. The shoe is moved to room_3. The apple is moved to room_2. The shoe is moved to the_hallway. The apple is moved to the_hallway. The ball is moved to room_2,room 5,"the bottle,the hat",the chess piece,room 5,Room 4,Edward moved to room 5.,Room 5
The chess piece is moved to room_2. The hat is moved to room_1. The ball is moved to room_1. The apple is moved to room_4. The bottle is moved to room_1. The hat is moved to room_5. The apple is moved to room_1. The hat is moved to room_2. The apple is moved to room_2. The chess piece is moved to room_1. The shoe is moved to room_1. The hat is moved to the_hallway. The ball is moved to the_hallway. The ball is moved to room_1. The apple is moved to room_3. The bottle is moved to room_5. The hat is moved to room_4. The apple is moved to room_4. The apple is moved to room_3. The chess piece is moved to the_hallway. The shoe is moved to room_5. The shoe is moved to room_2. The hat is moved to room_1. The apple is moved to room_4. The apple is moved to room_3. The hat is moved to room_5. The apple is moved to room_4. The hat is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to the_hallway,room 5,"the ball,the bottle",the shoe,room 5,Room 1,Room 2,Room 2
The chess piece is moved to room_1. The bottle is moved to room_4. The chess piece is moved to room_5. The ball is moved to room_4. The shoe is moved to room_1. The chess piece is moved to room_4. The shoe is moved to room_2. The hat is moved to room_2. The shoe is moved to room_1. The chess piece is moved to room_3. The apple is moved to room_4. The bottle is moved to room_3. The ball is moved to room_1. The bottle is moved to room_4. The chess piece is moved to room_2. The bottle is moved to room_5. The hat is moved to room_3. The shoe is moved to room_2. The chess piece is moved to room_3. The shoe is moved to room_1. The apple is moved to room_1. The apple is moved to room_2. The hat is moved to room_4. The hat is moved to room_5. The shoe is moved to room_2. The shoe is moved to room_1. The hat is moved to room_4. The hat is moved to room_3. The shoe is moved to the_hallway. The shoe is moved to room_1,room 1,"the bottle,the ball",the apple,room 1,Room 2,Room 2,Room 2
The hat is moved to room_2. The chess piece is moved to room_4. The chess piece is moved to room_3. The apple is moved to room_2. The apple is moved to the_hallway. The chess piece is moved to room_2. The chess piece is moved to room_3. The shoe is moved to room_1. The ball is moved to room_1. The hat is moved to the_hallway. The bottle is moved to room_1. The hat is moved to room_2. The ball is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_4. The shoe is moved to room_5. The apple is moved to room_4. The shoe is moved to room_4. The shoe is moved to room_1. The hat is moved to the_hallway. The bottle is moved to the_hallway. The bottle is moved to room_2. The chess piece is moved to room_2. The chess piece is moved to room_1. The chess piece is moved to the_hallway. The apple is moved to room_5. The apple is moved to room_4. The hat is moved to room_1. The hat is moved to room_5. The chess piece is moved to room_1,the hallway,"the shoe,the ball",the bottle,the hallway,Room 2,Hallway,Room 2
The chess piece is moved to room_1. The chess piece is moved to room_2. The shoe is moved to room_2. The apple is moved to room_4. The shoe is moved to room_1. The shoe is moved to the_hallway. The ball is moved to room_4. The chess piece is moved to room_3. The chess piece is moved to room_4. The shoe is moved to room_4. The bottle is moved to room_4. The hat is moved to room_4. The ball is moved to room_3. The chess piece is moved to room_5. The chess piece is moved to room_2. The hat is moved to room_1. The shoe is moved to room_3. The apple is moved to room_3. The chess piece is moved to room_1. The hat is moved to the_hallway. The bottle is moved to room_3. The bottle is moved to the_hallway. The shoe is moved to room_2. The shoe is moved to the_hallway. The hat is moved to room_1. The chess piece is moved to room_5. The chess piece is moved to room_1. The chess piece is moved to room_5. The shoe is moved to room_1. The chess piece is moved to room_2,room 3,"the apple,the ball",the bottle,room 3,room 3,Hallway,The bottle was never in the same room as the apple and the ball at the same time.
The apple is moved to room_1. The bottle is moved to room_1. The ball is moved to room_1. The hat is moved to room_1. The apple is moved to room_5. The shoe is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to room_5. The ball is moved to room_2. The shoe is moved to room_5. The hat is moved to room_5. The bottle is moved to the_hallway. The shoe is moved to room_4. The ball is moved to the_hallway. The chess piece is moved to room_4. The apple is moved to room_4. The ball is moved to room_4. The chess piece is moved to room_5. The chess piece is moved to room_4. The bottle is moved to room_4. The hat is moved to room_4. The hat is moved to room_3. The ball is moved to room_1. The ball is moved to the_hallway. The ball is moved to room_4. The shoe is moved to room_1. The ball is moved to room_5. The shoe is moved to the_hallway. The ball is moved to room_1. The shoe is moved to room_2,room 4,"the chess piece,the apple",the hat,room 4,Room 4,Room 3,Room 3
The hat is moved to room_1. The bottle is moved to room_4. The shoe is moved to room_2. The apple is moved to room_1. The bottle is moved to room_5. The bottle is moved to room_4. The ball is moved to room_1. The hat is moved to room_5. The ball is moved to room_5. The bottle is moved to room_1. The apple is moved to room_5. The bottle is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_2. The chess piece is moved to room_1. The hat is moved to room_1. The chess piece is moved to room_2. The shoe is moved to the_hallway. The ball is moved to room_1. The shoe is moved to room_2. The apple is moved to room_1. The apple is moved to room_2. The shoe is moved to room_1. The chess piece is moved to room_1. The shoe is moved to the_hallway. The shoe is moved to room_2. The shoe is moved to the_hallway. The chess piece is moved to room_5. The bottle is moved to room_4. The bottle is moved to room_5,room 1,"the hat,the ball",the apple,room 1,Room 1,Room 2,Room 2
The hat is moved to room_2. The chess piece is moved to room_2. The chess piece is moved to room_1. The apple is moved to room_4. The ball is moved to room_1. The apple is moved to room_3. The shoe is moved to room_4. The hat is moved to room_3. The bottle is moved to room_4. The bottle is moved to room_3. The shoe is moved to room_3. The chess piece is moved to the_hallway. The hat is moved to room_4. The apple is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to room_5. The apple is moved to room_1. The ball is moved to room_5. The apple is moved to room_2. The bottle is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_4. The hat is moved to room_3. The hat is moved to room_4. The hat is moved to room_3. The hat is moved to room_2. The ball is moved to room_1. The ball is moved to room_2. The ball is moved to the_hallway. The hat is moved to room_1,the hallway,"the apple,the bottle",the shoe,the hallway,room 4,Hallway,Room 4
The shoe is moved to room_4. The chess piece is moved to room_4. The bottle is moved to room_1. The chess piece is moved to room_5. The apple is moved to room_4. The shoe is moved to room_3. The ball is moved to room_4. The apple is moved to room_5. The hat is moved to room_4. The ball is moved to room_3. The hat is moved to room_3. The apple is moved to room_2. The chess piece is moved to room_4. The ball is moved to the_hallway. The ball is moved to room_2. The chess piece is moved to room_3. The apple is moved to room_1. The shoe is moved to room_4. The apple is moved to room_2. The bottle is moved to the_hallway. The hat is moved to room_4. The hat is moved to room_5. The apple is moved to the_hallway. The chess piece is moved to room_2. The chess piece is moved to room_3. The chess piece is moved to room_2. The chess piece is moved to room_3. The bottle is moved to room_4. The chess piece is moved to room_2. The bottle is moved to room_5,room 4,"the ball,the shoe",the hat,room 4,Room 4,Room 5.,Room 5
The shoe is moved to room_4. The chess piece is moved to room_4. The shoe is moved to room_1. The bottle is moved to room_4. The apple is moved to room_4. The shoe is moved to the_hallway. The bottle is moved to room_3. The ball is moved to room_2. The ball is moved to room_1. The apple is moved to room_3. The chess piece is moved to room_3. The shoe is moved to room_4. The shoe is moved to room_1. The bottle is moved to the_hallway. The shoe is moved to room_2. The bottle is moved to room_2. The apple is moved to room_2. The bottle is moved to room_1. The bottle is moved to the_hallway. The hat is moved to room_2. The chess piece is moved to room_2. The chess piece is moved to the_hallway. The ball is moved to the_hallway. The ball is moved to room_2. The shoe is moved to room_1. The ball is moved to room_1. The hat is moved to room_3. The ball is moved to room_5. The shoe is moved to room_5. The ball is moved to room_4,room 2,"the bottle,the apple",the chess piece,room 2,Room 2,Hallway,hallway
The chess piece is moved to room_2. The bottle is moved to room_2. The bottle is moved to room_3. The bottle is moved to room_4. The shoe is moved to room_2. The shoe is moved to room_1. The bottle is moved to room_1. The hat is moved to room_2. The ball is moved to room_2. The bottle is moved to the_hallway. The apple is moved to room_2. The shoe is moved to the_hallway. The chess piece is moved to room_3. The hat is moved to room_1. The bottle is moved to room_4. The bottle is moved to room_1. The ball is moved to room_1. The chess piece is moved to room_2. The bottle is moved to room_2. The shoe is moved to room_1. The apple is moved to room_1. The apple is moved to room_5. The bottle is moved to room_1. The bottle is moved to room_2. The bottle is moved to room_3. The bottle is moved to room_4. The chess piece is moved to the_hallway. The bottle is moved to room_3. The bottle is moved to room_4. The shoe is moved to the_hallway,room 1,"the ball,the hat",the apple,room 1,Room 2,Room 5,Room 5
The apple is moved to room_2. The chess piece is moved to room_4. The hat is moved to room_2. The ball is moved to room_2. The ball is moved to room_3. The ball is moved to room_2. The ball is moved to room_1. The apple is moved to room_3. The apple is moved to room_2. The bottle is moved to room_2. The shoe is moved to room_2. The hat is moved to the_hallway. The bottle is moved to room_1. The apple is moved to room_1. The bottle is moved to room_5. The ball is moved to room_5. The apple is moved to room_5. The ball is moved to room_4. The chess piece is moved to room_1. The ball is moved to room_1. The shoe is moved to the_hallway. The shoe is moved to room_1. The ball is moved to the_hallway. The ball is moved to room_1. The chess piece is moved to the_hallway. The chess piece is moved to room_4. The chess piece is moved to room_5. The apple is moved to room_4. The ball is moved to the_hallway. The apple is moved to room_5,the hallway,"the bottle,the hat",the shoe,the hallway,Room 1,Alice did not go anywhere when Frank and Charlie were in the same room as her.,Room 1
The ball is moved to room_1. The shoe is moved to room_1. The shoe is moved to room_5. The ball is moved to room_5. The bottle is moved to room_4. The bottle is moved to room_5. The hat is moved to room_1. The chess piece is moved to room_1. The chess piece is moved to room_5. The chess piece is moved to room_2. The hat is moved to room_5. The shoe is moved to room_2. The chess piece is moved to room_3. The chess piece is moved to room_4. The bottle is moved to room_4. The apple is moved to room_2. The ball is moved to room_1. The bottle is moved to room_1. The chess piece is moved to room_5. The ball is moved to the_hallway. The hat is moved to room_2. The hat is moved to the_hallway. The bottle is moved to the_hallway. The bottle is moved to room_1. The bottle is moved to room_2. The bottle is moved to room_3. The apple is moved to room_1. The apple is moved to the_hallway. The chess piece is moved to room_4. The apple is moved to room_2,room 2,"the ball,the shoe",the hat,room 2,Room 2,Hallway,Room 2
The ball is moved to room_1. The ball is moved to room_5. The hat is moved to room_1. The ball is moved to room_1. The ball is moved to room_5. The ball is moved to room_2. The chess piece is moved to room_4. The ball is moved to the_hallway. The bottle is moved to room_1. The chess piece is moved to room_3. The shoe is moved to room_1. The apple is moved to room_1. The hat is moved to the_hallway. The apple is moved to the_hallway. The apple is moved to room_2. The chess piece is moved to room_4. The ball is moved to room_4. The apple is moved to room_3. The ball is moved to room_3. The bottle is moved to room_2. The shoe is moved to the_hallway. The shoe is moved to room_2. The chess piece is moved to room_3. The ball is moved to room_4. The apple is moved to the_hallway. The ball is moved to room_3. The apple is moved to room_4. The chess piece is moved to the_hallway. The ball is moved to room_2. The apple is moved to room_5,the hallway,"the bottle,the hat",the shoe,the hallway,Room 1,Alice never was in the same room as both Frank and Charlie at the same time.,Room 2
The bottle is moved to room_1. The chess piece is moved to room_1. The hat is moved to room_1. The chess piece is moved to room_5. The shoe is moved to room_1. The apple is moved to room_2. The ball is moved to room_1. The hat is moved to room_2. The shoe is moved to room_5. The ball is moved to room_2. The bottle is moved to room_5. The hat is moved to room_3. The apple is moved to the_hallway. The ball is moved to room_3. The hat is moved to room_2. The shoe is moved to room_4. The apple is moved to room_1. The ball is moved to room_2. The hat is moved to the_hallway. The ball is moved to room_3. The bottle is moved to room_4. The bottle is moved to room_1. The ball is moved to the_hallway. The apple is moved to the_hallway. The hat is moved to room_4. The hat is moved to room_3. The hat is moved to the_hallway. The hat is moved to room_1. The ball is moved to room_2. The apple is moved to room_1,room 4,"the chess piece,the shoe",the bottle,room 4,Room 1,Room 5,Room 5
The chess piece is moved to room_4. The bottle is moved to room_4. The bottle is moved to room_3. The hat is moved to room_2. The shoe is moved to room_1. The bottle is moved to room_2. The ball is moved to room_2. The shoe is moved to the_hallway. The bottle is moved to room_1. The chess piece is moved to room_1. The apple is moved to room_2. The ball is moved to the_hallway. The bottle is moved to room_5. The shoe is moved to room_1. The bottle is moved to room_2. The shoe is moved to the_hallway. The shoe is moved to room_1. The chess piece is moved to room_2. The shoe is moved to room_2. The shoe is moved to room_3. The apple is moved to the_hallway. The apple is moved to room_1. The chess piece is moved to room_1. The shoe is moved to room_4. The shoe is moved to room_5. The chess piece is moved to room_5. The bottle is moved to room_3. The shoe is moved to room_4. The bottle is moved to the_hallway. The shoe is moved to room_5,the hallway,"the hat,the ball",the apple,the hallway,Room 2,Danny did not go anywhere when Charlie and Bob were in the same room as him.,hallway
The apple is moved to room_1. The shoe is moved to room_2. The hat is moved to room_2. The bottle is moved to room_1. The chess piece is moved to room_2. The bottle is moved to room_5. The ball is moved to room_1. The apple is moved to room_5. The hat is moved to room_1. The chess piece is moved to room_3. The ball is moved to room_5. The hat is moved to room_5. The hat is moved to room_4. The apple is moved to room_1. The hat is moved to room_1. The chess piece is moved to room_2. The shoe is moved to the_hallway. The chess piece is moved to room_3. The shoe is moved to room_1. The hat is moved to room_5. The ball is moved to room_1. The ball is moved to room_2. The chess piece is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_4. The chess piece is moved to room_4. The hat is moved to room_1. The hat is moved to room_5. The chess piece is moved to room_5. The hat is moved to room_1,room 1,"the bottle,the apple",the ball,room 1,Room 1,Room 2,Room 5
The shoe is moved to room_2. The hat is moved to room_2. The hat is moved to room_3. The ball is moved to room_4. The hat is moved to room_4. The chess piece is moved to room_2. The ball is moved to room_5. The ball is moved to room_2. The bottle is moved to room_2. The ball is moved to the_hallway. The apple is moved to room_2. The shoe is moved to room_3. The ball is moved to room_1. The chess piece is moved to the_hallway. The shoe is moved to room_2. The bottle is moved to room_1. The hat is moved to room_1. The hat is moved to room_5. The ball is moved to room_2. The hat is moved to room_2. The apple is moved to the_hallway. The apple is moved to room_4. The ball is moved to room_1. The bottle is moved to room_2. The bottle is moved to room_3. The ball is moved to room_5. The hat is moved to room_3. The ball is moved to room_4. The ball is moved to room_5. The ball is moved to room_1,the hallway,"the shoe,the chess piece",the apple,the hallway,Room 2,Danny did not go to the same room as Alice and Edward.,Room 4
The chess piece is moved to room_1. The shoe is moved to room_1. The apple is moved to room_1. The apple is moved to room_5. The bottle is moved to room_2. The bottle is moved to room_3. The hat is moved to room_4. The hat is moved to room_3. The bottle is moved to room_2. The chess piece is moved to room_5. The shoe is moved to room_5. The apple is moved to room_2. The ball is moved to room_1. The chess piece is moved to room_2. The bottle is moved to the_hallway. The bottle is moved to room_4. The apple is moved to the_hallway. The bottle is moved to room_5. The hat is moved to the_hallway. The ball is moved to room_2. The shoe is moved to room_2. The shoe is moved to room_1. The hat is moved to room_1. The hat is moved to room_2. The hat is moved to room_3. The ball is moved to room_1. The ball is moved to room_5. The bottle is moved to room_4. The ball is moved to room_2. The bottle is moved to room_1,room 2,"the apple,the chess piece",the shoe,room 2,Room 1,Room 2,Room 2
The apple is moved to room_4. The apple is moved to room_1. The shoe is moved to room_4. The apple is moved to room_2. The ball is moved to room_4. The bottle is moved to room_4. The hat is moved to room_2. The shoe is moved to room_1. The shoe is moved to room_2. The apple is moved to room_3. The chess piece is moved to room_4. The ball is moved to room_3. The ball is moved to room_2. The bottle is moved to room_3. The hat is moved to the_hallway. The hat is moved to room_4. The apple is moved to the_hallway. The shoe is moved to room_1. The apple is moved to room_2. The apple is moved to room_1. The chess piece is moved to room_3. The chess piece is moved to the_hallway. The apple is moved to room_5. The apple is moved to room_2. The apple is moved to the_hallway. The shoe is moved to the_hallway. The apple is moved to room_2. The apple is moved to room_3. The shoe is moved to room_2. The apple is moved to room_4,room 3,"the ball,the bottle",the chess piece,room 3,Room 3,Hallway,The chess piece was moved to the hallway.
The shoe is moved to room_1. The hat is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to the_hallway. The shoe is moved to the_hallway. The hat is moved to room_3. The bottle is moved to room_2. The shoe is moved to room_4. The apple is moved to room_2. The chess piece is moved to room_1. The ball is moved to room_2. The shoe is moved to room_3. The bottle is moved to room_1. The hat is moved to room_4. The hat is moved to room_3. The shoe is moved to the_hallway. The bottle is moved to room_5. The apple is moved to the_hallway. The shoe is moved to room_1. The chess piece is moved to room_5. The ball is moved to the_hallway. The ball is moved to room_1. The chess piece is moved to room_4. The shoe is moved to room_2. The chess piece is moved to room_1. The hat is moved to the_hallway. The chess piece is moved to room_5. The shoe is moved to the_hallway. The shoe is moved to room_2. The chess piece is moved to room_1,the hallway,"the bottle,the apple",the ball,the hallway,Hallway,Bob did not go anywhere when he was in the same room as Frank and Danny.,Room 1
